Likes,Comments,Views
28603.0,1300.0,855958.0
910553.0,81975.0,52061447.0
49642.0,1589.0,3750968.0
338470.0,9618.0,14322764.0
46638.0,2210.0,1902823.0
80596.0,2415.0,1606273.0
554.0,60.0,15329.0
723998.0,14759.0,31858250.0
665269.0,25869.0,36467409.0
70465.0,17616.0,10097646.0
600.0,55.0,10671.0
32092.0,181.0,425850.0
347137.0,7750.0,13590001.0
150521.0,5653.0,4584546.0
6773.0,595.0,111581.0
515.0,184.0,11848.0
29551.0,1213.0,513997.0
262633.0,5960.0,47276202.0
99816.0,4641.0,8620346.0
46254.0,669.0,2144508.0
31042.0,899.0,698519.0
45027.0,1140.0,5578536.0
207617.0,8534.0,4382539.0
8227.0,314.0,153395.0
55233.0,5097.0,742272.0
2992.0,246.0,110066.0
4852.0,218.0,76373.0
26024.0,1165.0,662992.0
12124.0,1188.0,638770.0
61089.0,2899.0,2943450.0
62375.0,2417.0,1687552.0
21286.0,731.0,705942.0
421608.0,17009.0,5992730.0
63.0,20.0,3311.0
339758.0,32718.0,29905105.0
866.0,48.0,42948.0
1706185.0,25334.0,208293677.0
385847.0,4381.0,54244089.0
79281.0,1683.0,9090985.0
24029.0,422.0,1820413.0
9178.0,111.0,933111.0
21367.0,467.0,2822656.0
43643.0,1336.0,5750667.0
6028.0,697.0,533712.0
229141.0,7461.0,28325416.0
253.0,2.0,6389.0
25934.0,424.0,1102647.0
114.0,2.0,2270.0
13038.0,470.0,368017.0
3232.0,580.0,188875.0
46519.0,1064.0,2228510.0
1483.0,122.0,45872.0
-1.0,1144.0,676300.0
27189.0,622.0,1273223.0
14477.0,1661.0,580096.0
57308.0,2303.0,859569.0
441.0,496.0,26499.0
17327.0,965.0,561921.0
489.0,240.0,14263.0
216891.0,11046.0,2018720.0
29443.0,1408.0,1218268.0
65748.0,1269.0,5351715.0
295.0,9.0,15582.0
36376.0,1876.0,875957.0
52363.0,2102.0,984168.0
49949.0,5045.0,2464907.0
5015.0,1830.0,520371.0
1090.0,485.0,45006.0
13852.0,516.0,776034.0
134.0,16.0,2786.0
22569.0,859.0,384275.0
2063.0,662.0,37352.0
539.0,23.0,23819.0
32152.0,393.0,589907.0
13126.0,600.0,746236.0
-1.0,13.0,12332.0
2667.0,303.0,42274.0
5006.0,157.0,82844.0
19993.0,1870.0,1851336.0
667.0,305.0,11649.0
146358.0,3790.0,7989628.0
3440.0,769.0,108903.0
187.0,29.0,4073.0
22861.0,977.0,1437698.0
25630.0,1741.0,1435374.0
158935.0,8326.0,6100867.0
74485.0,1569.0,4435209.0
80368.0,2008.0,3368446.0
170234.0,7686.0,7367727.0
30518.0,486.0,879609.0
45040.0,1451.0,1632584.0
1341.0,72.0,19323.0
5180.0,129.0,190491.0
195700.0,7321.0,7569833.0
73498.0,3270.0,4984442.0
235659.0,11732.0,9769103.0
10669.0,1149.0,223700.0
8433.0,882.0,151493.0
63857.0,1655.0,1564431.0
838345.0,50531.0,28574258.0
880208.0,42227.0,35771194.0
981522.0,122371.0,68512549.0
114246.0,3748.0,4416622.0
143191.0,3883.0,7549484.0
216934.0,4192.0,5656681.0
205557.0,4239.0,7783157.0
132845.0,3878.0,7975584.0
74900.0,1841.0,1454316.0
76010.0,788.0,7906241.0
18780.0,514.0,679453.0
4315.0,203.0,83902.0
23977.0,1964.0,925547.0
4985.0,576.0,191830.0
44083.0,3332.0,870453.0
63543.0,2634.0,1642556.0
12050.0,697.0,793228.0
101457.0,955.0,1684678.0
18184.0,601.0,622551.0
47823.0,2897.0,3335591.0
93094.0,1136.0,26355125.0
12502.0,1115.0,203851.0
121477.0,2653.0,3218250.0
41409.0,1025.0,1253037.0
29065.0,2375.0,1592794.0
97091.0,2989.0,2417577.0
869059.0,12196.0,21485819.0
10595.0,826.0,345071.0
190593.0,5568.0,11034311.0
57526.0,1115.0,1204024.0
407460.0,40969.0,11745320.0
186142.0,5329.0,5646817.0
375997.0,2031.0,7009241.0
702681.0,15608.0,7892369.0
8851.0,287.0,525488.0
113.0,32.0,5110.0
954.0,81.0,13991.0
40.0,14.0,2783.0
765.0,319.0,100366.0
59.0,23.0,7093.0
13.0,21.0,1485.0
346.0,65.0,29751.0
16.0,3.0,83121.0
1834.0,500.0,39296.0
44.0,6.0,2597.0
66.0,13.0,3882.0
36.0,40.0,6709.0
124.0,72.0,7816.0
53635.0,1650.0,6224649.0
29.0,2.0,2285.0
213398.0,13619.0,9450554.0
17269.0,903.0,1366364.0
68.0,40.0,7325.0
96.0,45.0,12456.0
14.0,3.0,1195.0
490.0,185.0,32926.0
4590.0,1035.0,255706.0
69.0,2.0,3534.0
39868.0,1068.0,2797148.0
83.0,32.0,8862.0
51.0,36.0,4384.0
19621.0,7087.0,890196.0
37925.0,3545.0,1213867.0
24181.0,4776.0,608005.0
29610.0,1473.0,637152.0
1692.0,268.0,93564.0
2236.0,595.0,118523.0
4894.0,201.0,196484.0
57.0,13.0,2548.0
319.0,180.0,29180.0
19352.0,597.0,1344472.0
404.0,30.0,22593.0
40534.0,1851.0,1257676.0
1289.0,1852.0,189066.0
2713.0,115.0,46082.0
34468.0,4428.0,390348.0
5595.0,641.0,77109.0
1720.0,272.0,20600.0
230.0,95.0,2201.0
27738.0,2355.0,474368.0
12829.0,802.0,192740.0
3405.0,171.0,57692.0
1908.0,199.0,23786.0
3400.0,170.0,45779.0
212.0,429.0,6443.0
1700.0,60.0,21012.0
90.0,138.0,7050.0
765.0,463.0,9585.0
2645.0,102.0,35571.0
827.0,568.0,8502.0
626.0,49.0,7989.0
2015.0,239.0,18216.0
3179.0,184.0,43235.0
431.0,154.0,4247.0
1992.0,216.0,25115.0
1450.0,238.0,15689.0
1462.0,83.0,25316.0
1324.0,249.0,30328.0
2719.0,168.0,48051.0
182663.0,6456.0,6366422.0
476.0,280.0,6160.0
66.0,105.0,1616.0
105.0,51.0,1599.0
1493.0,69.0,23035.0
3638.0,314.0,39409.0
408.0,45.0,7771.0
257.0,27.0,2742.0
3091.0,200.0,52909.0
3916.0,158.0,30871.0
357.0,101.0,10554.0
92.0,55.0,2546.0
2258.0,125.0,28047.0
2539.0,314.0,36410.0
95151.0,3859.0,11805668.0
4303.0,360.0,46495.0
2379.0,177.0,31510.0
757.0,35.0,9099.0
310.0,114.0,4723.0
629.0,202.0,8867.0
705.0,627.0,7516.0
1021.0,634.0,11448.0
1606.0,183.0,27258.0
418.0,71.0,5034.0
1987.0,181.0,25648.0
2072.0,156.0,79265.0
111085.0,18963.0,10963984.0
32280.0,2947.0,2570601.0
511551.0,25520.0,49429306.0
15064.0,1245.0,1669884.0
23205.0,1028.0,235294.0
9760.0,879.0,380649.0
2025653.0,8188.0,58590655.0
233724.0,8895.0,10608521.0
339759.0,32717.0,29905105.0
11069.0,298.0,156011.0
275.0,14.0,21114.0
46684.0,1770.0,1962673.0
11943.0,1582.0,838788.0
20909.0,2455.0,1782074.0
110517.0,493.0,1847672.0
36738.0,967.0,2458686.0
19054.0,1926.0,900960.0
228332.0,689.0,6329576.0
39281.0,2003.0,2372539.0
867676.0,8428.0,16209382.0
50788.0,1455.0,5281537.0
428683.0,2964.0,12964069.0
129552.0,4612.0,13278916.0
9432.0,510.0,738726.0
634419.0,7981.0,6170029.0
79852.0,2601.0,6149318.0
60991.0,278.0,1134047.0
82390.0,1772.0,10106841.0
636440.0,16875.0,39581966.0
309903.0,995.0,7308863.0
837671.0,5178.0,23535618.0
51599.0,6817.0,4795109.0
205854.0,338.0,4543326.0
94707.0,81.0,2036446.0
308847.0,1487.0,5884330.0
367266.0,1001.0,10125075.0
752667.0,6382.0,50348575.0
150.0,14.0,10146.0
356355.0,1413.0,5533307.0
81516.0,77.0,3074914.0
40407.0,149.0,1574015.0
23288.0,1633.0,1360604.0
402045.0,2922.0,6742766.0
461154.0,47971.0,38289391.0
2307773.0,71897.0,168546247.0
738796.0,1960.0,24994827.0
954935.0,28908.0,94900199.0
7004.0,412.0,457957.0
41945.0,1808.0,3157064.0
11053.0,1264.0,180651.0
1411.0,221.0,36310.0
1569.0,167.0,55539.0
2547.0,263.0,85191.0
8907.0,1122.0,170926.0
1678.0,83.0,141306.0
8738.0,412.0,53211.0
176829.0,6375.0,7571701.0
2546.0,173.0,51885.0
137884.0,4568.0,3068118.0
77110.0,6113.0,1457290.0
77520.0,1947.0,2213038.0
621.0,38.0,21164.0
52.0,11.0,2471.0
519.0,9.0,40223.0
1521.0,47.0,103248.0
1643.0,59.0,38688.0
9544.0,820.0,198004.0
98001.0,3626.0,2615459.0
34514.0,1228.0,1469736.0
239.0,20.0,4130.0
736.0,39.0,74253.0
2765.0,200.0,193604.0
1444.0,46.0,108383.0
901.0,53.0,78841.0
4783.0,184.0,137405.0
5444.0,684.0,229865.0
46158.0,2486.0,1142057.0
160983.0,6443.0,13844095.0
1234.0,44.0,92760.0
7927.0,603.0,466494.0
814.0,27.0,55105.0
4232.0,283.0,124442.0
10670.0,1189.0,1020154.0
8534.0,517.0,254621.0
589.0,17.0,47926.0
136598.0,4140.0,5231674.0
1314.0,84.0,100586.0
9062.0,452.0,200847.0
90491.0,1633.0,2854238.0
44471.0,1359.0,2853191.0
19895.0,1434.0,1094217.0
143561.0,8930.0,3854528.0
117286.0,4398.0,3128517.0
219213.0,5353.0,5423172.0
58.0,21.0,601.0
383.0,14.0,4951.0
915.0,107.0,47811.0
1294.0,163.0,42191.0
4187.0,723.0,83807.0
7385.0,1081.0,132072.0
3586.0,295.0,108055.0
5638.0,520.0,255839.0
184.0,47.0,1954.0
282.0,29.0,9401.0
478.0,137.0,31657.0
358.0,21.0,4639.0
4248.0,593.0,154901.0
1818.0,181.0,27676.0
1916.0,209.0,61195.0
91267.0,8050.0,5210940.0
5409.0,698.0,378563.0
332.0,32.0,49591.0
4144389.0,294428.0,425478119.0
4706.0,321.0,164331.0
4976.0,599.0,151259.0
1111.0,138.0,189956.0
8520.0,1146.0,184475.0
13488.0,1181.0,307938.0
3464.0,416.0,276221.0
29026.0,2530.0,425880.0
3227.0,296.0,281839.0
274209.0,9651.0,7544821.0
3362.0,441.0,142040.0
17728.0,1841.0,356678.0
2707.0,542.0,169562.0
3102.0,460.0,229928.0
38261.0,2271.0,2644603.0
2254.0,1032.0,282480.0
2374.0,310.0,29780.0
245113.0,28583.0,4876825.0
3216.0,392.0,62815.0
2839.0,472.0,228752.0
2330.0,384.0,25865.0
3908.0,61.0,174482.0
11148.0,814.0,425073.0
2949.0,272.0,38520.0
1194.0,431.0,34954.0
416.0,94.0,43591.0
52147.0,13199.0,2343365.0
472660.0,37391.0,14296001.0
1046404.0,37539.0,34484565.0
36387.0,1789.0,2530836.0
16445558.0,732818.0,4034122271.0
269.0,33.0,8064.0
234520.0,9846.0,14269018.0
193174.0,4232.0,26160434.0
261832.0,8894.0,8496353.0
33213.0,3070.0,2017263.0
49192.0,1123.0,2009963.0
99436.0,19837.0,3934199.0
8383.0,773.0,9826182.0
102993.0,6346.0,2568894.0
53545.0,17946.0,1711823.0
197069.0,5574.0,4676492.0
107571.0,3380.0,6123730.0
11474.0,1011.0,374525.0
51098.0,5463.0,9914057.0
29265.0,1366.0,2006133.0
237800.0,20092.0,9277945.0
56392.0,11848.0,3457355.0
20365.0,1223.0,1576038.0
38810.0,681.0,1837300.0
88325.0,1460.0,15836037.0
100232.0,1563.0,2313225.0
3984.0,293.0,293379.0
55521.0,9378.0,1325826.0
2991.0,291.0,4056267.0
199265.0,10047.0,4012930.0
-1.0,18676.0,6515548.0
5812.0,173.0,125307.0
712.0,101.0,13043.0
7636.0,238.0,136526.0
1099.0,132.0,28386.0
349923.0,4082.0,122994457.0
23574.0,3197.0,1033764.0
135952.0,2131.0,32300300.0
169669.0,8630.0,239207161.0
48525.0,2810.0,2158052.0
3823.0,444.0,212395.0
124675.0,5828.0,20026987.0
17526.0,2667.0,199416.0
23558.0,1459.0,587218.0
179.0,5.0,24650.0
1011.0,116.0,34941.0
203216.0,17928.0,10786819.0
19712.0,484.0,679025.0
57500.0,1562.0,1502125.0
155712.0,14340.0,7958011.0
82405.0,5855.0,7825074.0
120513.0,5782.0,4613254.0
14658.0,3373.0,507836.0
98688.0,1818.0,4271973.0
1265.0,55.0,53087.0
223844.0,3600.0,5847791.0
249384.0,9423.0,3593833.0
454863.0,8266.0,22529756.0
116385.0,8881.0,5132684.0
130176.0,8669.0,5923959.0
469.0,20.0,19622.0
19630.0,515.0,621093.0
59933.0,700.0,2117474.0
493471.0,10226.0,12382988.0
14566.0,725.0,270284.0
32009.0,1605.0,1693731.0
878.0,31.0,37711.0
16414.0,3694.0,782934.0
38397.0,780.0,3114396.0
14211.0,2341.0,409554.0
15576.0,488.0,427945.0
189.0,62.0,7487.0
1827.0,98.0,120365.0
33967.0,805.0,1187250.0
14030.0,586.0,544895.0
76431.0,48673.0,3463977.0
7850.0,124.0,240428.0
97646.0,2095.0,8339001.0
97.0,21.0,4976.0
37455.0,1700.0,2199261.0
16646.0,2556.0,1010630.0
19583.0,3427.0,1686785.0
22624.0,504.0,565863.0
17160.0,3193.0,1118396.0
316652.0,16002.0,5850945.0
52635.0,41229.0,2884100.0
978.0,178.0,92841.0
25287.0,993.0,1545582.0
1500.0,191.0,44809.0
212578.0,27929.0,10730641.0
2936.0,757.0,195618.0
15301.0,2516.0,520431.0
242.0,28.0,2587.0
52335.0,5602.0,2399810.0
5512.0,866.0,411015.0
1449.0,332.0,70483.0
6002.0,2147.0,305772.0
2644.0,427.0,127748.0
5762.0,778.0,132646.0
5400589.0,434688.0,434352213.0
738439.0,23522.0,66368842.0
96563.0,1586.0,8946712.0
8912.0,1238.0,164869.0
1542.0,97.0,39193.0
41389.0,3668.0,10275325.0
31479.0,5070.0,2468059.0
5471653.0,395657.0,147339243.0
10415.0,621.0,1045028.0
5424.0,555.0,293213.0
10380.0,496.0,1695814.0
47683.0,2407.0,5399988.0
160.0,10.0,8135.0
1507.0,86.0,95369.0
26849.0,1293.0,2666406.0
11595.0,2294.0,1487029.0
14800.0,1070.0,280369.0
213630.0,18062.0,9024180.0
16874.0,1248.0,1687706.0
72348.0,7260.0,3046581.0
702117.0,41105.0,22100487.0
1811.0,48.0,79531.0
9669.0,458.0,1008972.0
20363.0,919.0,708445.0
12009.0,2041.0,1135106.0
4066.0,174.0,72885.0
20018.0,726.0,821480.0
56485.0,10299.0,5464252.0
29974.0,1394.0,1453787.0
1313.0,138.0,51321.0
2546.0,173.0,51885.0
66783.0,4911.0,2040877.0
9165.0,1094.0,649114.0
144074.0,5273.0,6037721.0
89572.0,4084.0,4562145.0
15858.0,1995.0,568816.0
27854.0,1536.0,962507.0
11841.0,2787.0,482392.0
32884.0,2505.0,1296777.0
5931.0,469.0,146774.0
385.0,44.0,11745.0
2229.0,173.0,70762.0
29014.0,1356.0,2295412.0
8731.0,954.0,502221.0
1027.0,111.0,6640.0
126726.0,20122.0,2453529.0
56906.0,6168.0,4231789.0
15425.0,471.0,920846.0
66550.0,2778.0,2609123.0
3112.0,69.0,146080.0
3429.0,82.0,101986.0
3251.0,159.0,157525.0
24425.0,662.0,994999.0
275.0,30.0,9780.0
17610.0,918.0,956340.0
34870.0,1370.0,1453590.0
859.0,38.0,39944.0
3172.0,88.0,257199.0
62103.0,2458.0,2027462.0
27277.0,846.0,507103.0
34040.0,1178.0,1466906.0
47644.0,3556.0,1061608.0
4748.0,135.0,47619.0
14691.0,349.0,719270.0
3408.0,58.0,140607.0
15399.0,613.0,896227.0
10877.0,428.0,739507.0
27439.0,792.0,604827.0
36272.0,800.0,518790.0
6686.0,292.0,439103.0
3312.0,178.0,91932.0
4407.0,170.0,68989.0
33744.0,1281.0,1804121.0
1449.0,89.0,58621.0
4439.0,565.0,67276.0
32043.0,2960.0,1713463.0
10524.0,403.0,311071.0
30633.0,610.0,1707883.0
48535.0,2309.0,1912405.0
5449.0,533.0,596680.0
47782.0,3410.0,3330650.0
356.0,13.0,14593.0
131.0,3.0,7966.0
33130.0,1294.0,2792013.0
2459.0,162.0,72310.0
7530.0,129.0,646913.0
842.0,66.0,18837.0
4721.0,181.0,391796.0
13526.0,326.0,1048396.0
11675.0,1228.0,1550802.0
2766.0,224.0,441183.0
48.0,1.0,2847.0
1121873.0,23969.0,145167323.0
79639.0,921.0,10792977.0
515049.0,16568.0,78137822.0
1499298.0,75048.0,94340456.0
157924.0,2760.0,29657435.0
121553.0,1171.0,26260197.0
340686.0,8853.0,35695760.0
6626.0,64.0,401678.0
7786057.0,195769.0,524709805.0
119272.0,3743.0,26826274.0
23477.0,309.0,1345689.0
4644.0,63.0,392314.0
789062.0,14192.0,58921922.0
1430457.0,84188.0,321977550.0
1158.0,19.0,85052.0
361395.0,9234.0,50358797.0
17286.0,277.0,1603229.0
85527.0,1347.0,6055668.0
203103.0,5814.0,6644534.0
1301198.0,40137.0,98559845.0
1072689.0,37571.0,302125099.0
2122.0,36.0,164940.0
397142.0,6354.0,49183640.0
2206.0,30.0,157632.0
130796.0,4106.0,9493733.0
6366.0,54.0,302407.0
25.0,26.0,4454.0
5716.0,687.0,153064.0
287759.0,10036.0,4288625.0
57666.0,2683.0,2966344.0
362022.0,10409.0,11440455.0
1171433.0,61344.0,308501014.0
16578.0,119.0,1088318.0
26215.0,959.0,693153.0
232336.0,3681.0,33227408.0
6201.0,314.0,467835.0
135484.0,4557.0,5301271.0
153490.0,12872.0,5637132.0
288.0,8.0,20076.0
144517.0,4933.0,19210396.0
35503.0,974.0,1206538.0
74840.0,1286.0,9224408.0
160501.0,6539.0,46251795.0
394837.0,13938.0,42257995.0
3075.0,225.0,42648.0
24505.0,1085.0,426409.0
7364.0,653.0,100979.0
12928.0,1001.0,109363.0
125907.0,15131.0,1425150.0
251667.0,6894.0,7433726.0
28773.0,780.0,928704.0
319390.0,7746.0,3433953.0
28453.0,603.0,743338.0
2464.0,296.0,57850.0
27780.0,1518.0,960994.0
32006.0,2924.0,534114.0
2769.0,363.0,63870.0
430267.0,12839.0,14286302.0
22283.0,1331.0,613757.0
133987.0,11698.0,1345404.0
44783.0,1921.0,1198270.0
49530.0,2477.0,1212736.0
96363.0,6337.0,1484533.0
91777.0,2658.0,2333380.0
608.0,136.0,10509.0
153762.0,26601.0,4364168.0
451.0,85.0,7383.0
13777.0,585.0,338844.0
106511.0,2800.0,4502356.0
15082.0,753.0,310738.0
29921.0,1783.0,1005072.0
20616.0,879.0,425099.0
37296.0,1088.0,855392.0
22894.0,896.0,420420.0
455277.0,12904.0,9736125.0
127211.0,3593.0,2987298.0
10705.0,761.0,639089.0
25917.0,1094.0,608323.0
29615.0,1510.0,869372.0
3237.0,595.0,80522.0
100199.0,8790.0,1430388.0
6253.0,359.0,115655.0
6189.0,276.0,328489.0
1213.0,144.0,53965.0
33974.0,695.0,715895.0
10724.0,3548.0,186568.0
36776.0,1192.0,740962.0
4873.0,319.0,64877.0
1229.0,54.0,21962.0
804.0,85.0,14721.0
76217.0,2645.0,1266882.0
344.0,101.0,5388.0
1139.0,59.0,128524.0
467.0,31.0,36585.0
14787.0,747.0,296801.0
4855.0,255.0,75586.0
4296.0,269.0,78423.0
2945.0,207.0,58050.0
1804.0,128.0,24792.0
8534.0,436.0,138803.0
1808.0,151.0,36473.0
701.0,47.0,16243.0
597.0,71.0,10572.0
3344.0,142.0,55828.0
563.0,86.0,14537.0
2025.0,320.0,32988.0
1031.0,75.0,19755.0
1717.0,114.0,34348.0
4512.0,349.0,116672.0
454036.0,6622.0,23568994.0
56993.0,2142.0,1686249.0
34526.0,1668.0,1018753.0
11283.0,378.0,261713.0
18685.0,385.0,464557.0
96744.0,3114.0,4309217.0
311.0,14.0,10108.0
1362.0,269.0,43743.0
875.0,58.0,15786.0
16649.0,370.0,951514.0
815.0,43.0,6178.0
1722.0,124.0,25331.0
35777.0,1237.0,1228300.0
423.0,68.0,9245.0
9886.0,525.0,297290.0
51772.0,2918.0,1075761.0
703.0,283.0,8694.0
148120.0,12399.0,10008290.0
4656.0,296.0,31449.0
2237.0,221.0,33028.0
2011.0,130.0,16887.0
618688.0,13240.0,33779197.0
2786.0,253.0,26789.0
26419.0,1191.0,747110.0
17961.0,695.0,463378.0
61031.0,5037.0,1229745.0
12942.0,299.0,369997.0
26859.0,1357.0,904713.0
13542.0,422.0,619387.0
6160.0,311.0,146821.0
4686.0,453.0,59177.0
15150.0,587.0,319387.0
5577.0,333.0,121692.0
207.0,26.0,2985.0
15652.0,500.0,459455.0
109.0,16.0,9542.0
182.0,15.0,19525.0
83707.0,1717.0,20548194.0
329.0,29.0,14336.0
823.0,49.0,29864.0
227790.0,8698.0,13966109.0
714.0,14.0,119878.0
5174.0,238.0,187956.0
2184.0,3.0,32162.0
2696.0,18.0,40240.0
94131.0,920.0,3921128.0
577.0,46.0,14780.0
488.0,31.0,21332.0
2286473.0,86935.0,250793774.0
10402.0,123.0,1671725.0
16909.0,215.0,3308580.0
26306.0,331.0,2225959.0
5010.0,123.0,159448.0
119953.0,13263.0,1693263.0
4663.0,306.0,33480.0
10389.0,905.0,97930.0
9627.0,577.0,318166.0
242721.0,7745.0,5833454.0
14741.0,913.0,811965.0
5041.0,252.0,141779.0
1240.0,9.0,54917.0
470.0,6.0,29055.0
365971.0,34419.0,35490831.0
3001232.0,110160.0,23836066.0
1634.0,52.0,148482.0
132.0,19.0,2944.0
542.0,12.0,71547.0
106056.0,4284.0,1554691.0
519.0,11.0,57394.0
6823113.0,270948.0,915457091.0
1259.0,9.0,9958.0
152593.0,3290.0,15666598.0
718.0,5.0,64395.0
145.0,3.0,10105.0
304.0,16.0,16123.0
23546.0,392.0,2367294.0
7219.0,314.0,312191.0
731644.0,8894.0,45665114.0
50488.0,8741.0,1090694.0
12595.0,216.0,2861258.0
94.0,9.0,3773.0
112098.0,9775.0,5451348.0
77893.0,5741.0,3927439.0
31578.0,1904.0,2710713.0
139442.0,10653.0,7320107.0
48163.0,2178.0,1669551.0
37893.0,2061.0,1335899.0
121547.0,4043.0,6315803.0
158510.0,6026.0,8947796.0
146566.0,13664.0,14073219.0
23824.0,1496.0,805994.0
30033.0,1209.0,810069.0
9093.0,759.0,355919.0
103051.0,2343.0,2575482.0
104631.0,4839.0,4087572.0
